loss,val_loss
24.257850646972656,13.119457244873047
9.129067420959473,7.835443496704102
6.118960857391357,5.5879225730896
4.410702228546143,4.127070903778076
3.2831077575683594,2.91955828666687
2.5566182136535645,2.1325008869171143
2.1178104877471924,1.65707528591156
1.823351502418518,1.2695540189743042
1.6440250873565674,1.0143990516662598
1.5143932104110718,0.8476400971412659
1.3977926969528198,0.7642222046852112
1.3555140495300293,0.7046015858650208
1.3457680940628052,0.6682367324829102
1.2869371175765991,0.6231498122215271
1.2834291458129883,0.6700519919395447
1.2511465549468994,0.5346047878265381
1.2214614152908325,0.6216351985931396
1.20940363407135,0.5274978280067444
1.199738621711731,0.5280767679214478
1.1756941080093384,0.4904099106788635
1.163774013519287,0.5430650115013123
1.1614067554473877,0.4929743707180023
1.133826494216919,0.4489084482192993
1.112342119216919,0.4599439203739166
1.0946427583694458,0.43079036474227905
1.0993694067001343,0.44733935594558716
1.0943044424057007,0.43720582127571106
1.086869716644287,0.5007206201553345
1.067371129989624,0.46479520201683044
1.0566896200180054,0.46132007241249084
1.0450725555419922,0.4142273962497711
1.0369129180908203,0.5467368364334106
1.0196187496185303,0.44438809156417847
1.0134812593460083,0.4859055280685425
0.9979171752929688,0.3759383261203766
0.9784035682678223,0.440376341342926
0.991661787033081,0.41210857033729553
0.9816425442695618,0.4024212062358856
0.960151731967926,0.4137164056301117
0.929848849773407,0.3692850172519684
0.9533789753913879,0.411361962556839
0.9447701573371887,0.41212937235832214
0.9152371883392334,0.3987221121788025
0.9112150073051453,0.3768511414527893
0.913286030292511,0.4247317612171173
0.8867363333702087,0.38699644804000854
0.8896386623382568,0.38529539108276367
0.8766781091690063,0.4369753897190094
0.8708609342575073,0.34797897934913635
0.8401901721954346,0.40210869908332825
